Location,Total salary,Average salary,occupation_name
"Boone & Hamilton (Northwest) Counties PUMA, IN",4520853982.0,44910.1870114216,Painters & paperhangers
"Santa Rosa County PUMA, FL",4520843202.0,45959.89154781509,Firstline supervisors of food preparation & serving workers
"Waukesha County (West) PUMA, WI",4519454006.0,45835.44928804681,Cabinetmakers & bench carpenters
"Raleigh City (South & Central) PUMA, NC",4519234633.0,46325.82737967811,Fishing and hunting workers
"Syracuse City (Outer) PUMA, NY",4518356046.0,43746.75255313347,Librarians and media collections specialists
"Disney-International Drive Region PUMA, FL",4516842321.0,46354.03454380897,"Medical scientists, & life scientists, all other"
"San Diego (Northeast/Rancho Bernardo) & Poway Cities PUMA, CA",4511954261.0,48770.18197853953,"Miscellaneous life, physical, & social science technicians, including social science research assistants"
"Bethlehem (East) & Easton Cities PUMA, PA",4510411290.0,44370.51396361954,Bill & account collectors
"Strafford, Rockingham (Northern) & Carroll (Southeastern) Counties PUMA, NH",4507494873.0,43721.160863819256,"Miscellaneous engineers, including nuclear engineers"
"Porter County PUMA, IN",4506319504.0,43526.919894702914,Telemarketers
"Tinton Falls Borough (South) PUMA, NJ",4502532712.0,45659.540095485594,Bailiffs
"Providence CountyPawtucket & Central Falls Cities PUMA, RI",4501788263.0,42288.9368275943,"Hotel, motel, & resort desk clerks"
"Renton City, Fairwood, Bryn Mawr & Skyway PUMA, WA",4498235558.0,44298.80701608998,"Maintenance & repair workers, general"
"Maple Valley, Covington & Enumclaw Cities PUMA, WA",4494839965.0,46280.668367968734,Real estate brokers & sales agents
"Montgomery County (West)Conroe City (West) PUMA, TX",4494339109.0,45929.989977115096,Elementary & middle school teachers
"Ingham County (South & East) PUMA, MI",4493382118.0,43924.379603321,"Property, real estate, & community association managers"
"Champaign & Urbana Cities PUMA, IL",4483942860.0,44517.79596046724,Optometrists
"Newport & Bristol CountiesNewport City PUMA, RI",4483910535.0,45559.064497210966,Parts salespersons
"Oakland County (West) PUMA, MI",4478575856.0,46111.94765580427,Driver/sales workers & truck drivers
"Proviso, Riverside & River Forest Townships PUMA, IL",4475067883.0,42260.2993886175,"Interviewers, except eligibility & loan"
"Noblesville City & Fishers Town (East) PUMA, IN",4473698182.0,47561.6579886316,Sales engineers
"Avon, Lake Villa, Antioch & Grant Townships PUMA, IL",4472802699.0,45076.26293244674,Surgical technologists
"Lake Stevens & Monroe Cities PUMA, WA",4470710031.0,44022.93060341876,"Power plant operators, distributors, & dispatchers"
"Ellis County PUMA, TX",4470657760.0,44045.88316251438,"Hairdressers, hairstylists, & cosmetologists"
"Clay County PUMA, FL",4467038128.0,44284.25135044386,Maids & housekeeping cleaners
"Hendersonville City PUMA, TN",4466292396.0,43648.57600638667,"Production, planning, & expediting clerks"
"Sheepshead Bay, Gerritsen Beach & Homecrest PUMA, NY",4464536328.0,45052.08603172262,File clerks
"Elk Grove City PUMA, CA",4459923708.0,44399.4678661767,"Morticians, undertakers, & funeral directors"
"Monmouth County (Central) PUMA, NJ",4459078823.0,48939.587075328,Software developers
"Eaton & Clinton Counties PUMA, MI",4458870084.0,45541.6970918645,Bailiffs
"Commerce City & Brighton Cities PUMA, CO",4453193213.0,43851.640262482,Painters & paperhangers
"Jefferson (West), Boulder (West), Clear Creek & Gilpin Counties PUMA, CO",4441844402.0,47576.85377632959,Physical therapists
"Oakdale, Forest Lake, Stillwater & Hugo Cities PUMA, MN",4440844817.0,44765.47439366024,"Tailors, dressmakers, & sewers"
"Murray (East), Holladay Cities & Millcreek PUMA, UT",4440434466.0,43201.686055154634,Physicians
"North Richland Hills (North) & Keller Cities PUMA, TX",4439303987.0,46812.38259598585,Couriers & messengers
"Raleigh City (Northeast), Wake Forest & Rolesville Towns PUMA, NC",4438277850.0,46105.122205023836,"Miscellaneous office & administrative support workers, including desktop publishers"
"San Jose City (Southeast/Evergreen) PUMA, CA",4437783838.0,45347.686530658466,Optometrists
"Somerville & Everett Cities PUMA, MA",4436907974.0,45102.83541666956,Carpenters
"Columbia City PUMA, SC",4433999366.0,45054.73974532078,Postal service clerks
"Okaloosa County PUMA, FL",4431016092.0,46520.64443580335,Cleaners of vehicles & equipment
"South of I-635 & West of US-75 PUMA, TX",4426411293.0,46109.97677790392,"Electrical, electronics, & electromechanical assemblers"
"Central Harlem PUMA, NY",4424983997.0,44652.89894596809,Actors
"New Haven County (Northwest) PUMA, CT",4421915921.0,46882.10759274339,Maids & housekeeping cleaners
"Deschutes County PUMA, OR",4417854338.0,43352.9567681735,"Industrial engineers, including health & safety"
"Montgomery County (Southeast) PUMA, TX",4405186594.0,46168.74867292606,Preschool & kindergarten teachers
"Baldwin County PUMA, AL",4398967890.0,45323.810371049236,Phlebotomists
"Lubbock CountyLubbock City (Outer) PUMA, TX",4397815755.0,42411.17936459246,"Lifeguards & other recreational, & all other protective service workers"
"West Jordan (East), South Jordan (East) & Riverton Cities PUMA, UT",4394891168.0,44154.18797349645,Industrial truck & tractor operators
"Plainfield City & Westfield Town (South) PUMA, NJ",4393387372.0,47795.38992571253,Janitors & building cleaners
"Sussex County PUMA, DE",4387861137.0,43732.226159273414,Elementary & middle school teachers
"Philadelphia City (Northwest) PUMA, PA",4382170021.0,46259.775229734594,Nursing assistants
"Dallas (North), Plano (South) & Richardson (North) Cities PUMA, TX",4381628122.0,48398.39397115957,Crane & tower operators
"Milton Township PUMA, IL",4378659358.0,46806.71747557749,Sales managers
"Santa Rosa City PUMA, CA",4377526298.0,43615.73511044886,Chefs & head cooks
"Des Moines City PUMA, IA",4375568733.0,42224.86693322272,Civil engineers
"Wichita City (Northeast) PUMA, KS",4372472005.0,46693.19921823268,"Business operations specialists, all other"
"Lakewood, Cerritos, Artesia & Hawaiian Gardens Cities PUMA, CA",4369589773.0,45441.511776515,Aircraft pilots & flight engineers
"Redlands & Yucaipa Cities PUMA, CA",4369229570.0,43450.43782960872,"Miscellaneous vehicle & mobile equipment mechanics, installers, & repairers"
"Rutherford, North Arlington & Hasbrouck Heights Boroughs PUMA, NJ",4367967778.0,44748.120396425424,Financial managers
"Suffolk County (East) PUMA, NY",4367451631.0,43923.32480018925,Agricultural & food scientists
"McLean County PUMA, IL",4363984296.0,42234.2953334762,Painters & paperhangers
"Lawrence, Haverhill & Methuen Town Cities PUMA, MA",4361039503.0,40913.46827607138,Food service managers
"St. Louis County (South) PUMA, MO",4360143127.0,46312.12289142752,Other managers
"Oceanside City & Camp Pendleton PUMA, CA",4354273211.0,43043.3308869035,Parking lot attendants
"Castro Valley, San Lorenzo & Ashland PUMA, CA",4350107570.0,43500.33535222993,Preschool & kindergarten teachers
"Linn & Benton Counties PUMA, OR",4348578802.0,42282.36800922825,Other teachers and instructors
"Gwinnett County (Southwest)Lilburn City PUMA, GA",4346386763.0,43486.330121840314,Dishwashers
"Pasco County (South) PUMA, FL",4342610407.0,47016.94135211493,Tutors
"York (West) & Cumberland (West) Counties PUMA, ME",4341719514.0,42610.1496184575,Postsecondary teachers
"Freehold Borough PUMA, NJ",4338866919.0,45828.83881262393,Cleaners of vehicles & equipment
"Irving Park, Albany Park, Forest Glen & North Park PUMA, IL",4334950605.0,44734.166138680375,"Architects, except landscape and naval"
"Huntington Town (South) PUMA, NY",4332601726.0,46211.12950385755,"Miscellaneous transportation workers, including bridge & lock tenders & traffic technicians"
"Hempstead Town (Northeast) PUMA, NY",4329486127.0,46480.23634672169,Receptionists & information clerks
"Loveland, Montgomery Cities & Forestville PUMA, OH",4328231642.0,49090.1160430793,Correctional officers and jailers
"Sunnyside & Woodside PUMA, NY",4324495795.0,45653.0526061296,"Social workers, all other"
"Fort Lauderdale City (Central) PUMA, FL",4317370392.0,44023.93383500347,"Butchers & other meat, poultry, & fish processing workers"
"Attleboro City, North Attleborough, Swansea, Seekonk, Rehoboth & Plainville Towns PUMA, MA",4312326700.0,43983.59585866985,Photographers
"South of US-59, West of I-45 & Inside Loop I-610 PUMA, TX",4312242685.0,45755.026438582194,Bakers
"Carrollton (North) & Dallas (North) Cities PUMA, TX",4310466559.0,44055.57139369958,Occupational health and safety specialists and technicians
"Brazoria County (North)Pearland City PUMA, TX",4304622328.0,48257.80139253605,Telecommunications line installers & repairers
"Gwinnett County (Central)Lawrenceville City PUMA, GA",4301183881.0,43645.52672428511,Fast food and counter workers
"Portland City (Central East) PUMA, OR",4297700080.0,46265.566217717475,"Doortodoor sales workers, news & street vendors, & related workers"
"Concord, Kannapolis Cities & Harrisburg Town PUMA, NC",4287921799.0,45811.457925457114,Radio & telecommunications equipment installers & repairers
"Washtenaw County (West, Northeast & Southeast) PUMA, MI",4287673612.0,47227.582904567695,"Food processing workers, all other"
"San Gabriel Valley Region (North) PUMA, CA",4287625077.0,46461.086813787326,Postsecondary teachers
"West Haven, Milford & Orange Towns PUMA, CT",4285504654.0,45998.34196518003,"Motor vehicle operators, all other"
"Coral Gables City, Pinecrest Village & Kendall (South) PUMA, FL",4280244016.0,50471.1318742909,Automotive service technicians & mechanics
"Seminole County (West) PUMA, FL",4279640563.0,45674.43994581816,Real estate brokers & sales agents
"Plymouth & Bristol Counties (Outside Brockton City) PUMA, MA",4269268620.0,45637.87639312415,Gaming services workers
"Galveston, Texas City & La Marque Cities PUMA, TX",4268621759.0,43798.63693298478,Medical & health services managers
"Cache, Summit, Morgan & Rich Counties PUMA, UT",4267575791.0,43703.46984401952,Social & community service managers
"Port Richmond, Stapleton & Mariner's Harbor PUMA, NY",4266665953.0,41591.94078367685,"Sales representatives of services, except advertising, insurance, financial services, and travel"
"Raleigh City (North) PUMA, NC",4266615483.0,44690.614003024784,"Office clerks, general"
"Columbus (Northwest), Upper Arlington & Grandview Heights Cities PUMA, OH",4266459225.0,49661.42985010174,"Mail clerks & mail machine operators, except postal service"
"Erie County (South) PUMA, NY",4263805128.0,44225.355318648566,Other Sales Workers
"Olympia, Lacey & Tumwater Cities PUMA, WA",4260688143.0,44776.586299504765,Sales managers
"Forest Acres City & Dentsville PUMA, SC",4256529257.0,44419.40552869727,Home appliance repairers
"Hawaii County PUMA, HI",4251542079.0,42180.755801251406,Real estate brokers & sales agents
"Vallejo & Benicia Cities PUMA, CA",4250789745.0,44334.330995954624,"Dispatchers, except police, fire, and ambulance"
"Mishawaka City PUMA, IN",4244042878.0,43858.215100108086,Management analysts
"Wheeling Township (North & East) PUMA, IL",4240600746.0,46791.21026456214,"Purchasing agents, except wholesale, retail, & farm products"
"Oyster Bay Town (Central) PUMA, NY",4239167674.0,46400.719915279326,"Other engineering technologists and technicians, except drafters"
"Gilbert Town (North) PUMA, AZ",4239041306.0,46937.32161773973,"Computer occupations, all other"
"Missoula City PUMA, MT",4238020611.0,41927.86846114812,"Business operations specialists, all other"
"Laurel, Greenbelt (North & East) Cities & Beltsville PUMA, MD",4232661540.0,44225.49361925826,Human resources managers
"Richmond (North), Hercules & El Cerrito Cites PUMA, CA",4232583032.0,45119.16055083528,Other assemblers and fabricators
"Davenport City PUMA, IA",4231978962.0,45192.83140342619,Facilities managers
"Oyster Bay Town (South) PUMA, NY",4231806308.0,45850.67167454859,Chemical technicians
"Bergenfield, Paramus, Dumont & New Milford Boroughs PUMA, NJ",4227196171.0,46084.7934418426,"Sales representatives, wholesale & manufacturing"
"Phoenix (Far North) & Peoria (Northwest) Cities PUMA, AZ",4226005483.0,45924.07830039555,Dental assistants
"Crown Heights North & Prospect Heights PUMA, NY",4223641724.0,44507.28535848225,"Welding, soldering, & brazing workers"
"Wade Hampton & Berea PUMA, SC",4223459878.0,43773.861999013396,Firstline supervisors of construction trades & extraction workers
"Baton Rouge City PUMA, LA",4221368611.0,43629.84999921234,Firstline supervisors of food preparation & serving workers
"Johnston County PUMA, NC",4220370787.0,43913.56929412582,Massage therapists
"Hamilton Heights, Manhattanville & West Harlem PUMA, NY",4217123630.0,43636.38777222083,Gaming services workers
"Northern Mississippi Region PUMA, WI",4213353595.0,42300.497729433846,"Brickmasons, blockmasons, stonemasons, & reinforcing iron & rebar workers"
"Whittier City & Hacienda Heights PUMA, CA",4210927886.0,42820.9862037313,Management analysts
"Tampa City (North) PUMA, FL",4210115537.0,44181.2248712991,Dentists
"Fairfield & Suisun City Cities PUMA, CA",4208754268.0,43360.52175608262,"Shipping, receiving, & traffic clerks"
"Charlotte City (Central) PUMA, NC",4208112555.0,44596.41125951093,Veterinarians
"Bainbridge Island City & Silverdale PUMA, WA",4194011698.0,45294.54326994358,Personal care aides
"Peninsula Region & Tacoma City (West) PUMA, WA",4193155011.0,45950.21327937331,"Media and communication workers, all other"
"Racine County PUMA, WI",4192686787.0,45750.968950894276,Word processors & typists
"Houston & Pulaski Counties PUMA, GA",4189747371.0,42721.90195907551,Other assemblers and fabricators
"Keansburg Borough PUMA, NJ",4183177332.0,45805.11297246604,"Hosts & hostesses, restaurant, lounge, & coffee shop"
"Menifee, Lake Elsinore & Canyon Lake Cities PUMA, CA",4181996172.0,41844.717638495116,Millwrights
"Kenosha County PUMA, WI",4181061292.0,43318.13645032223,Tree trimmers and pruners
"Shawnee, Lenexa & De Soto Cities PUMA, KS",4179531406.0,49095.62429567277,Customer service representatives
"Northwest Las Vegas Valley PUMA, NV",4179103205.0,45754.863286351996,Industrial & refractory machinery mechanics
"Camarillo & Moorpark Cities PUMA, CA",4176937360.0,44767.1433719473,Project management specialists
"Orlando (North), Winter Park & Maitland Cities PUMA, FL",4175784963.0,46579.74386836948,"Business operations specialists, all other"
"East of TX-6 & West of Beltway TX-8 PUMA, TX (79500US4804636)",4175130663.0,50534.30834769568,Nursing assistants
"Grand Rapids City Area PUMA, MI",4172794299.0,42120.137816257215,Postsecondary teachers
"Hall County PUMA, GA",4170248593.0,42975.570503954485,Pest control workers
"Torrance City PUMA, CA",4169625490.0,47806.203935909216,Dishwashers
"DeSoto CountySouthaven City PUMA, MS",4169619776.0,43773.787673653605,Compliance officers
"Geauga & Lake (South) Counties PUMA, OH",4169613808.0,43801.099517424525,Project management specialists
"Inner Harbor, Canton & Bayview PUMA, MD",4169513998.0,46497.28602547712,"Claims adjusters, appraisers, examiners, & investigators"
"Dodge & Jefferson Counties PUMA, WI",4168363275.0,43027.24259954864,Mental health counselors
"Williamson County (Southeast)Round Rock City PUMA, TX",4165024442.0,48308.422835607336,Tax preparers
"Aurora (Southwest) & Centennial (East) Cities PUMA, CO",4164971812.0,47605.90803241956,Occupational therapists
"Lincoln City (South) PUMA, NE",4164802270.0,45148.36437323998,"Social workers, all other"
"Spanish Fork, Springville, Lehi (Northeast) & Highland Cities PUMA, UT",4164116898.0,44332.9683007696,Water & wastewater treatment plant & system operators
"Kenton County PUMA, KY",4162657806.0,45404.64030248191,"Personal care & service workers, all other "
"Portage County PUMA, OH",4159499163.0,42545.7065839306,"Sales representatives, wholesale & manufacturing"
"Houston City (Far Northeast) PUMA, TX",4157970709.0,49202.49819742879,Printing press operators
"Denton City (Outer) PUMA, TX",4157779541.0,44415.34491408786,Software developers
"Greater Frederick City PUMA, MD",4156995194.0,45848.0813284078,Nurse practitioners & nurse midwives
"Wright County PUMA, MN",4156593898.0,44475.74262860729,Probation officers & correctional treatment specialists
"Montgomery City & Pike Road Town (North) PUMA, AL",4156443509.0,42202.81659864213,"Directors, religious activities & education"
"Malden & Medford Cities PUMA, MA",4155382746.0,45039.4550855218,Childcare workers
"Faulkner & Lonoke Counties PUMA, AR",4150404493.0,44003.23925597906,Carpenters
"Temecula City PUMA, CA",4148022863.0,46406.73811636253,Radiologic technologists and technicians
"Cherokee County (Outside Woodstock & Canton Cities) PUMA, GA",4147498154.0,45202.145487773836,Personal care aides
"Marysville & Arlington Cities PUMA, WA",4147478326.0,43023.94553842424,Public safety telecommunicators
"Yeadon, Darby, Lansdowne Boroughs & Drexel Hill PUMA, PA",4144441082.0,43549.66836360863,"Directors, religious activities & education"
"St. Charles County (South) PUMA, MO",4143589903.0,47466.58357483361,"Packers & packagers, hand"
"Licking County PUMA, OH",4141193614.0,44841.7737834896,Architectural and civil drafters
"Fayette County PUMA, GA",4140732775.0,45652.00928631419,Construction laborers
"Collierville Town & Germantown City PUMA, TN",4134186747.0,47973.28449634751,Other financial clerks
"Northampton City PUMA, MA",4132906765.0,44223.63148989314,"Office clerks, general"
"Monroe County (East) PUMA, NY",4130560077.0,46076.89170411112,"Miscellaneous mathematical science occupations, including mathematicians & statisticians"
"Northampton County (North) PUMA, PA",4128795476.0,44151.19900014654,"Miscellaneous office & administrative support workers, including desktop publishers"
"Chester County (South) PUMA, PA",4126179488.0,43997.16793076001,Pharmacy aides
"Milwaukee County (Northeast) PUMA, WI",4126177410.0,48510.10968958972,Training & development managers
"North of US-290 & North of FM-1960 PUMA, TX",4123693609.0,47239.995080341265,"Mail clerks & mail machine operators, except postal service"
"Middlesex County (Southeast) PUMA, NJ",4115193154.0,45057.14408936537,"Laborers & freight, stock, & material movers, hand"
"Boone County PUMA, MO",4115036570.0,43521.53668539798,Plasterers & stucco masons
"Anderson City PUMA, SC",4110269334.0,43195.71569823546,"Other engineering technologists and technicians, except drafters"
"Novato & San Rafael (North) Cities PUMA, CA",4109392112.0,47489.86088304787,"Cutting, punching, and press machine setters, operators, and tenders, metal and plastic"
"Saratoga County (Outer) PUMA, NY",4100880991.0,44733.18728473663,Fast food and counter workers
"Tigard, Tualatin & Sherwood Cities PUMA, OR",4099706454.0,45186.026596401105,Firefighters
"Mooresville Town & Statesville City PUMA, NC",4099274490.0,44661.36840990134,Teaching assistants
"Portland City (North & Northeast) PUMA, OR",4099258342.0,45145.524275668395,Firstline supervisors of office & administrative support workers
"Quincy City & Milton Town PUMA, MA",4098819863.0,46894.019132382076,Data entry keyers
"Boulder City PUMA, CO",4098133915.0,45095.20503413092,Construction & building inspectors
"North Plainfield & Somerville Boroughs PUMA, NJ",4097632666.0,46917.06591037013,Correspondence clerks & order clerks
"Brookhaven Town (Central) PUMA, NY",4096624589.0,44923.36136064592,Water & wastewater treatment plant & system operators
"Clinton, Fort Washington (South), Rosaryville & Croom PUMA, MD",4092276531.0,46109.30023481803,Exercise trainers and group fitness instructors
"Thomas Jefferson Planning District Commission (North) PUMA, VA",4092038139.0,44670.77125891915,Personal care aides
"Fairland, Calverton, White Oak & Burtonsville PUMA, MD",4091468910.0,47972.321679236404,Data entry keyers
"Washington City PUMA, PA",4086234195.0,45026.926539947985,Industrial & refractory machinery mechanics
"Kettering & Centerville Cities PUMA, OH",4082313555.0,46834.902142220024,Counter & rental clerks
"Peoria City PUMA, IL",4080860610.0,42166.6668694249,Physical therapists
"Gwinnett County (West Central)Duluth City PUMA, GA",4080638063.0,44574.21241728454,"Hosts & hostesses, restaurant, lounge, & coffee shop"
"Plymouth County (Central) PUMA, MA",4078942060.0,48196.89856952414,"Ushers, lobby attendants, & ticket takers"
"Paulding County PUMA, GA",4078094103.0,42638.81887194584,Other designers
"Louisville/Jefferson County (Southeast) PUMA, KY",4077934018.0,46433.87092071918,Medical assistants
"Elkhart & Goshen Cities PUMA, IN",4077337867.0,43616.67948288731,Barbers
"Sioux Falls City PUMA, SD",4076030748.0,43738.76469382687,"Weighers, measurers, checkers, & samplers, recordkeeping"
"Cincinnati (East) & Norwood Cities PUMA, OH",4074854773.0,47071.8772536603,"Lifeguards & other recreational, & all other protective service workers"
"Houston (North), Humble Cities & Atascocita PUMA, TX",4069051252.0,45334.8770125827,Food cooking machine operators & tenders
"Wichita (Northwest) & Newton Cities PUMA, KS",4067390201.0,43896.81245365014,"Compensation, benefits, & job analysis specialists"
"Hempstead Town (East Central) PUMA, NY",4061834352.0,45323.42882622568,Customer service representatives
"Allegheny County (North Central) PUMA, PA",4059720697.0,47213.30393493145,Accountants & auditors
"Bay Ridge & Dyker Heights PUMA, NY",4057666666.0,44025.65577521826,"Food servers, nonrestaurant"
"LA City (East Central/Central City & Boyle Heights) PUMA, CA",4056991090.0,40012.14895603532,Public safety telecommunicators
"South Plainfield & Middlesex Boroughs PUMA, NJ",4056398722.0,47886.344228321854,Automotive service technicians & mechanics
"Moanalua to Pearl City PUMA, HI",4053901905.0,44189.74888825391,Credit counselors & loan officers
"Nashville-Davidson (East) PUMA, TN",4053739398.0,42998.7944602604,Dental assistants
"McHenry County (North, West & Central) PUMA, IL",4051297324.0,44668.395208685055,"Cement masons, concrete finishers, & terrazzo workers"
"Summerfield Town PUMA, NC",4050504470.0,46421.584705443616,Chemical technicians
"Mukilteo & Everett (Southwest) Cities PUMA, WA",4047023754.0,45918.84683424772,Registered nurses
"Palm Beach County (Northeast) PUMA, FL",4045500557.0,47841.560665275225,Occupational health and safety specialists and technicians
"Outer Green Bay City PUMA, WI",4043523430.0,43379.65019956556,Chemical engineers
"East Haven, Branford, Guilford, Madison & North Branford Towns PUMA, CT",4038586305.0,45596.77341774141,Clinical laboratory technologists & technicians
"Randallstown (East), Owings Mills, Milford Mill & Reisterstown PUMA, MD",4033870969.0,44123.62464440652,Painters & paperhangers
"Yamhill & Polk Counties PUMA, OR",4033438819.0,43111.64764678732,"Miscellaneous community & social service specialists, including health educators & community health workers"
"Genesee (East) & Lapeer Counties PUMA, MI",4025818235.0,43837.9471685114,Market research analysts & marketing specialists
"Evansville City PUMA, IN",4025160319.0,42709.76182418062,Couriers & messengers
"North of FM-1960, West of I-45 & East of TX-249 PUMA, TX",4022932979.0,48016.35735140886,"Dispatchers, except police, fire, and ambulance"
"Columbia County PUMA, GA",4022404025.0,46848.10522632555,Postal service mail carriers
"Lafayette & West Lafayette Cities PUMA, IN",4020835124.0,42243.74365607043,Bus & truck mechanics & diesel engine specialists
"Clarksville City PUMA, TN",4015505655.0,43659.12717453188,"Hosts & hostesses, restaurant, lounge, & coffee shop"
"Chandler City (South) PUMA, AZ",4015017113.0,48065.21400014042,Occupational therapists
"Mason, Franklin & Springboro (West) Cities PUMA, OH",4014253025.0,46280.56033335727,"Shipping, receiving, & traffic clerks"
"Pikesville (South), Lochearn, Cockeysville & Mays Chapel PUMA, MD",4014125400.0,46786.45697208601,Food preparation workers
"Briarwood, Fresh Meadows & Hillcrest PUMA, NY",4014100623.0,44109.88157336488,Bakers
"Rapid City PUMA, SD",3993523009.0,44562.82883290245,"Computer, automated teller, & office machine repairers"
"Austin City (Far North), Brushy Creek & Jollyville PUMA, TX",3992558025.0,46782.227709562205,Registered nurses
"Cobb County (Northwest)Kennesaw & Acworth Cities PUMA, GA",3991907347.0,45732.49715082126,"Sales representatives, wholesale & manufacturing"
"Genesee (West) & Shiawassee Counties PUMA, MI",3989210822.0,43142.86960898438,"Business operations specialists, all other"
"Arvada City PUMA, CO",3988017563.0,46641.72501609077,Teaching assistants
"Montgomery County (Northeast)Conroe City (East) PUMA, TX",3987783363.0,44059.284354496485,Paralegals & legal assistants
"Ann Arbor City Area PUMA, MI",3985648203.0,47293.00446003514,"Educational, guidance, and career counselors and advisors"
"Winnebago County PUMA, WI",3985603375.0,42079.8772586558,Electrical & electronics engineers
"Cobb County (Central)Marietta City PUMA, GA",3984575680.0,44439.007067292536,"Securities, commodities, & financial services sales agents"
"North of I-30 & West of I-635 PUMA, TX",3983291699.0,46090.719506272915,"Shipping, receiving, & traffic clerks"
"Oxnard & Port Hueneme Cities PUMA, CA",3981061022.0,43023.142386136766,"Miscellaneous engineers, including nuclear engineers"
"Broadview Heights, North Royalton & Strongsville Cities PUMA, OH",3979672384.0,47889.17794010686,Cabinetmakers & bench carpenters
"Bay & Midland Counties PUMA, MI",3978805384.0,43874.52052305248,Waiters & waitresses
"Lexington Town & Red Bank PUMA, SC",3976878412.0,44008.93267355484,Network and computer systems administrators
"Hempstead Town (Southeast) PUMA, NY",3976136276.0,46155.094805769164,Other information and records clerks
"El Cajon & Santee Cities PUMA, CA",3968205674.0,43652.823999256834,Cooks
"Queen Anne's, Talbot, Caroline, Dorchester & Kent Counties PUMA, MD",3967075011.0,44232.8077956536,Executive secretaries and executive administrative assistants
"Pleasantville City & Hammonton Town PUMA, NJ",3960538674.0,45035.04336507292,Nonfarm animal caretakers
"West Jordan (West), Herriman & South Jordan (West) Cities PUMA, UT",3956916270.0,48346.870215024224,Cleaners of vehicles & equipment
"Davie Town & Cooper City PUMA, FL",3953672429.0,46610.44902991008,Financial managers
"Tulsa City (West) PUMA, OK",3952421718.0,41955.162316922375,"Sales representatives, wholesale & manufacturing"
"Cape Coral City PUMA, FL",3952161124.0,44461.95366217635,Financial analysts
"Grayson, Cooke & Fannin Counties PUMA, TX",3949625702.0,43204.50609314752,Other designers
"Euless (South & West) & Arlington (North) Cities PUMA, TX",3946849702.0,45427.12188343765,Other information and records clerks
"Andover, Ramsey, Anoka & East Bethel Cities PUMA, MN",3946359802.0,44853.7346399657,Surveying & mapping technicians
"Oklahoma City (Northwest Central) & Bethany Cities PUMA, OK",3944410099.0,45503.53382242707,Stockers and order fillers
"Brentwood & Oakley Cities PUMA, CA",3943468936.0,43356.41204464028,Other assemblers and fabricators
"York County (West & Outside Rock Hill City) PUMA, SC",3942092520.0,43093.29813205486,Special education teachers
"Turlock, Riverbank, Oakdale & Waterford Cities PUMA, CA",3934888608.0,41819.63123534511,Real estate brokers & sales agents
"Washoe County (South) PUMA, NV",3933594959.0,44978.26925396513,Other assemblers and fabricators
"Tacoma (Port) & Bonney Lake (Northwest) Cities PUMA, WA",3932907367.0,43826.29917519441,"Other education, training, & library workers"
"Newton & Rockdale Counties PUMA, GA",3931304224.0,43474.99057487996,Insurance sales agents
"Draper (Northwest) & Sandy (South) Cities PUMA, UT",3930370869.0,48673.944164349115,Interior designers
"North of I-635 PUMA, TX",3927598593.0,44958.74886164764,Data entry keyers
"Fair Lawn Borough, Garfield City & Lodi Borough PUMA, NJ",3926841468.0,44294.414699359346,"Production, planning, & expediting clerks"
"Arapahoe (East) & Adams (East) CountiesAurora City (Northeast) PUMA, CO",3924188798.0,44638.48014317442,Paralegals & legal assistants
"Beaverton City (East & Central) & Cedar Mill PUMA, OR",3923745613.0,46535.16358733461,Gaming services workers
"Bozeman City PUMA, MT",3923062575.0,44298.340395794534,Automotive service technicians & mechanics
"Troy City PUMA, NY",3922605771.0,44422.62519945663,Nonfarm animal caretakers
"Cobb County (Southwest)Powder Springs City PUMA, GA",3919530757.0,45469.757226834314,Telemarketers
"Leon County (Outer) PUMA, FL",3912622187.0,46255.758481952544,Credit counselors & loan officers
"Mission Viejo & Rancho Santa Margarita (West) Cities PUMA, CA",3912339157.0,46861.464848074116,Training & development specialists
"Bedford-Stuyvesant PUMA, NY",3910303425.0,41831.22768546661,"Hairdressers, hairstylists, & cosmetologists"
"Waukesha County (Central) PUMA, WI",3906462665.0,46582.13051873217,Printing press operators
"Spring PUMA, TX",3906312909.0,45801.39898546417,Painting workers
"Washington County PUMA, RI",3904050044.0,46431.742376497124,Telecommunications line installers & repairers
"Guadalupe County PUMA, TX",3903627845.0,43834.951136584714,Cooks
"Worth & Calumet Townships PUMA, IL",3901929973.0,42954.64211644359,"Social workers, all other"
"Folsom City, Orangevale & Fair Oaks (East) PUMA, CA",3901605554.0,47605.50959145605,Bus & truck mechanics & diesel engine specialists
"Lake County (South) PUMA, IN",3899485582.0,43336.29543677257,"Cutting, punching, and press machine setters, operators, and tenders, metal and plastic"
"Hillsboro City PUMA, OR",3898415705.0,45440.35041993148,Construction & building inspectors
"Ringwood, Wanaque & Pompton Lakes Boroughs PUMA, NJ",3897033886.0,47048.0968924879,"Miscellaneous metal workers & plastic workers, including multiple machine tool setters"
"Hempstead Town (West Central) PUMA, NY",3895472257.0,43674.691004913315,Public safety telecommunicators
"Metuchen Borough PUMA, NJ",3894844618.0,45012.09153480211,"Tailors, dressmakers, & sewers"
"Berks County (East) PUMA, PA",3891431262.0,40928.36779480436,Telemarketers
"Ector CountyOdessa City PUMA, TX",3891011838.0,40378.908399035034,Detectives & criminal investigators
